vehicle_type,payment_method,ride_distance,booking_hour,cancelled
eBike,Cash,28,1,0
Bike,Cash,48,2,0
Mini,Cash,5,22,0
Auto,UPI,5,13,0
Bike,UPI,36,19,0
Prime SUV,UPI,33,14,0
Prime Plus,Cash,48,5,0
Auto,Cash,9,14,0
Auto,Cash,12,12,0
Prime Plus,UPI,41,21,0
eBike,Cash,21,22,0
Prime SUV,Credit Card,10,11,0
Bike,UPI,39,8,0
eBike,Cash,13,2,0
Prime SUV,UPI,46,11,0
Bike,UPI,20,18,0
Prime Plus,Cash,39,3,0
Prime SUV,UPI,25,15,0
Mini,Credit Card,31,12,0
Bike,UPI,12,11,0
Auto,Cash,4,17,0
Prime Sedan,Cash,14,21,0
Mini,Cash,8,13,0
Prime Plus,Cash,24,4,0
Prime Plus,Cash,6,11,0
Auto,Cash,15,19,0
Bike,UPI,41,5,0
Prime SUV,Credit Card,14,3,0
eBike,UPI,1,16,0
Prime SUV,UPI,35,10,0
eBike,Cash,18,10,0
Bike,UPI,32,17,0
Prime SUV,Cash,42,0,0
Bike,Cash,35,14,0
Auto,Cash,16,15,0
Prime SUV,UPI,48,13,0
Mini,UPI,40,8,0
Auto,UPI,19,22,0
Prime Sedan,Cash,12,14,0
Mini,Cash,1,21,0
Bike,UPI,49,15,0
Auto,UPI,14,11,0
Auto,UPI,5,14,0
Prime SUV,Cash,16,16,0
eBike,Cash,6,15,0
Prime SUV,UPI,42,1,0
Bike,UPI,49,1,0
Prime Sedan,Cash,30,1,0
Prime Sedan,UPI,15,5,0
Mini,Cash,21,0,0
Auto,Cash,9,4,0
Prime SUV,UPI,15,19,0
Prime SUV,UPI,15,1,0
eBike,Cash,6,3,0
Prime Plus,UPI,14,21,0
Auto,UPI,11,7,0
Prime SUV,UPI,4,0,0
eBike,Cash,16,9,0
Auto,UPI,6,8,0
Prime Sedan,UPI,1,23,0
Bike,Cash,2,23,0
Mini,UPI,24,14,0
Mini,UPI,26,0,0
Prime Sedan,UPI,46,1,0
eBike,UPI,47,3,0
Prime Sedan,UPI,33,18,0
Prime Plus,UPI,19,16,0
Mini,Cash,43,14,0
Prime Sedan,Cash,45,7,0
Bike,UPI,48,21,0
Prime Sedan,Cash,6,0,0
Mini,Cash,9,19,0
Mini,Credit Card,10,18,0
Mini,UPI,37,8,0
Prime Plus,Cash,39,14,0
Prime Plus,Cash,34,8,0
Mini,Cash,42,5,0
Bike,Cash,37,11,0
Bike,Cash,38,8,0
Prime Sedan,Cash,37,13,0
Prime Sedan,Cash,44,6,0
Prime SUV,Cash,17,8,0
Mini,Debit Card,11,5,0
Prime Plus,Cash,34,8,0
Prime SUV,Cash,5,1,0
Prime Plus,Cash,22,0,0
Auto,Cash,11,21,0
Mini,UPI,36,4,0
Prime Plus,Cash,33,12,0
eBike,Cash,33,17,0
Mini,UPI,20,16,0
Prime Sedan,UPI,6,18,0
eBike,Cash,36,0,0
Bike,Cash,28,3,0
Prime Plus,UPI,26,1,0
Auto,UPI,8,4,0
Prime SUV,UPI,7,18,0
Prime SUV,Cash,36,14,0
Auto,Cash,4,4,0
Prime SUV,Cash,12,11,0
eBike,Cash,25,3,0
eBike,UPI,47,0,0
Bike,Cash,29,11,0
eBike,UPI,1,17,0
Auto,Cash,8,20,0
Prime Plus,UPI,37,22,0
Auto,Cash,16,21,0
Prime SUV,Cash,24,19,0
Prime Sedan,UPI,31,14,0
Bike,Cash,34,16,0
Mini,Cash,10,8,0
Prime Plus,Cash,19,16,0
Prime Plus,Cash,14,3,0
Prime Plus,Cash,44,4,0
Bike,UPI,14,19,0
Bike,UPI,48,17,0
Prime Plus,UPI,13,13,0
Prime Sedan,Cash,34,20,0
Prime Sedan,Cash,33,5,0
Prime Plus,Cash,23,17,0
Mini,Cash,26,4,0
Mini,Credit Card,22,20,0
eBike,UPI,22,17,0
Prime Sedan,Cash,21,5,0
Prime SUV,Cash,34,15,0
Prime Plus,Cash,14,22,0
Prime SUV,Cash,1,18,0
Prime Plus,Cash,46,22,0
Auto,UPI,10,4,0
Prime SUV,UPI,30,1,0
Mini,UPI,42,9,0
eBike,Cash,6,6,0
Prime Sedan,UPI,4,21,0
Prime Sedan,UPI,37,4,0
Mini,UPI,45,10,0
Mini,Credit Card,37,1,0
Prime Plus,Cash,5,3,0
Prime Plus,Credit Card,2,13,0
eBike,Cash,7,1,0
Prime Plus,UPI,35,3,0
eBike,Cash,25,19,0
Prime SUV,UPI,8,0,0
eBike,UPI,27,16,0
Prime Plus,Credit Card,48,8,0
Bike,UPI,22,6,0
Auto,UPI,15,11,0
Prime Sedan,UPI,26,8,0
Auto,Cash,18,6,0
Mini,UPI,6,5,0
eBike,UPI,18,9,0
Prime Sedan,UPI,42,9,0
Prime Plus,Cash,4,20,0
Mini,UPI,22,23,0
Prime SUV,UPI,24,9,0
Prime SUV,UPI,3,2,0
Prime Sedan,UPI,26,6,0
Prime Plus,Cash,3,16,0
eBike,Cash,44,7,0
Prime Sedan,Cash,36,2,0
Mini,UPI,38,16,0
Mini,Cash,27,14,0
Mini,UPI,25,15,0
Prime Sedan,UPI,9,6,0
Mini,UPI,32,2,0
Mini,Cash,48,11,0
Prime SUV,Cash,44,12,0
Bike,UPI,28,23,0
Bike,Credit Card,35,21,0
Prime Sedan,UPI,28,12,0
Auto,Cash,6,6,0
Mini,Cash,9,7,0
eBike,Cash,15,2,0
Bike,UPI,18,21,0
Bike,UPI,49,13,0
eBike,Cash,3,4,0
Prime Plus,UPI,33,7,0
Bike,Cash,3,21,0
Prime SUV,Credit Card,38,22,0
Mini,UPI,49,20,0
Bike,UPI,15,11,0
Prime Sedan,Cash,47,21,0
Prime Sedan,Cash,13,1,0
Mini,Cash,32,16,0
eBike,Cash,17,22,0
Prime SUV,Debit Card,1,15,0
Mini,Cash,24,10,0
Prime Plus,UPI,41,22,0
Prime Sedan,Cash,21,19,0
eBike,UPI,3,18,0
Auto,UPI,16,0,0
Prime Sedan,Credit Card,18,13,0
eBike,Cash,1,12,0
eBike,Cash,11,3,0
Prime Plus,UPI,20,10,0
Prime SUV,UPI,20,3,0
Prime Plus,UPI,24,6,0
eBike,Cash,27,15,0
Prime Plus,Cash,19,1,0
Mini,Cash,7,16,0
Prime Sedan,UPI,4,4,0
Prime Plus,Cash,46,15,0
Prime Plus,UPI,6,13,0
Prime Sedan,UPI,1,1,0
Mini,UPI,43,18,0
Prime SUV,Cash,21,12,0
eBike,UPI,44,7,0
Bike,UPI,22,9,0
Prime Plus,Cash,25,18,0
eBike,Cash,39,13,0
Prime Plus,UPI,37,0,0
Prime Sedan,UPI,25,2,0
Prime Sedan,Cash,11,7,0
Mini,UPI,19,23,0
Prime SUV,Credit Card,13,13,0
Prime Plus,Cash,21,3,0
Auto,Cash,1,22,0
Mini,UPI,18,19,0
Prime Sedan,Cash,49,14,0
Mini,Cash,13,7,0
Prime Sedan,UPI,6,11,0
Auto,Cash,14,20,0
Mini,Cash,41,2,0
Mini,Cash,31,12,0
Prime SUV,Cash,35,9,0
Prime Sedan,UPI,47,12,0
Prime Plus,Cash,43,2,0
Prime SUV,Cash,15,19,0
Prime SUV,Cash,24,6,0
Prime Plus,UPI,4,8,0
Prime SUV,UPI,40,6,0
Auto,Cash,8,21,0
Prime SUV,Cash,21,20,0
Auto,Cash,8,14,0
Prime Sedan,Cash,26,12,0
Prime SUV,Cash,30,14,0
Bike,UPI,6,22,0
Auto,Cash,17,4,0
Prime Plus,Cash,11,8,0
Prime Plus,Cash,44,14,0
eBike,Credit Card,34,11,0
eBike,Cash,21,19,0
Auto,Cash,10,9,0
Prime SUV,UPI,4,16,0
Auto,Cash,18,4,0
Auto,UPI,5,14,0
Prime SUV,Cash,39,7,0
eBike,Cash,16,5,0
Auto,UPI,8,2,0
Auto,UPI,3,14,0
Bike,Cash,17,21,0
Prime Plus,Credit Card,20,6,0
Prime SUV,Cash,13,1,0
Prime Sedan,UPI,1,22,0
Mini,Cash,11,17,0
Bike,UPI,41,8,0
Mini,Cash,44,16,0
Auto,Cash,18,17,0
Bike,Credit Card,31,8,0
Prime Plus,Cash,16,11,0
Auto,Cash,11,15,0
Prime SUV,Cash,33,6,0
Mini,Cash,13,12,0
Prime Sedan,Cash,45,5,0
eBike,Cash,16,17,0
Prime Sedan,Cash,27,20,0
Prime Plus,UPI,40,11,0
Prime SUV,UPI,5,23,0
Auto,UPI,3,19,0
Mini,UPI,38,14,0
Prime Sedan,UPI,37,0,0
Prime Sedan,UPI,20,4,0
Prime SUV,Cash,4,10,0
Prime SUV,Cash,22,16,0
eBike,Cash,8,10,0
eBike,UPI,41,13,0
Prime Plus,UPI,8,1,0
Mini,UPI,26,0,0
Mini,Cash,39,6,0
Mini,UPI,16,7,0
Mini,Cash,44,14,0
Prime Sedan,UPI,31,19,0
Prime SUV,UPI,29,4,0
eBike,UPI,44,19,0
Prime SUV,Credit Card,43,12,0
eBike,UPI,21,20,0
Prime Sedan,UPI,31,10,0
Mini,Cash,3,23,0
eBike,Cash,16,19,0
Bike,Cash,47,15,0
Prime Plus,Debit Card,28,14,0
Auto,Cash,4,2,0
Prime Plus,UPI,7,5,0
Bike,UPI,26,11,0
Prime Plus,Cash,9,15,0
Prime SUV,Cash,33,10,0
Prime SUV,Cash,19,5,0
Prime Sedan,Cash,16,5,0
Mini,UPI,7,13,0
eBike,Cash,47,6,0
Prime Sedan,Cash,22,16,0
eBike,Cash,21,7,0
Bike,Cash,43,22,0
Auto,UPI,15,1,0
Prime SUV,Cash,26,18,0
Auto,Credit Card,8,8,0
Mini,UPI,24,8,0
eBike,Cash,35,18,0
eBike,Cash,12,4,0
eBike,UPI,19,4,0
Prime Plus,Cash,3,18,0
Prime Plus,Cash,34,8,0
Prime Plus,UPI,3,6,0
Auto,Cash,1,21,0
Prime Plus,UPI,46,19,0
eBike,Cash,37,0,0
Bike,Cash,45,2,0
Bike,UPI,41,5,0
Bike,UPI,11,20,0
Prime SUV,Cash,16,0,0
Prime Sedan,Cash,7,6,0
Bike,Cash,16,10,0
Mini,UPI,33,11,0
Prime Sedan,Cash,33,21,0
Prime Plus,UPI,39,1,0
eBike,Cash,4,5,0
eBike,Cash,43,23,0
eBike,UPI,23,21,0
Prime SUV,UPI,42,21,0
Mini,Cash,27,18,0
Prime Sedan,Cash,4,8,0
Bike,Cash,4,19,0
eBike,UPI,6,5,0
eBike,Cash,17,17,0
Mini,UPI,25,18,0
Auto,Cash,10,20,0
Bike,UPI,14,14,0
eBike,Cash,16,11,0
Auto,UPI,10,18,0
Mini,Cash,29,5,0
Prime Plus,Cash,34,1,0
Mini,Cash,3,3,0
Prime Sedan,UPI,19,22,0
Prime SUV,Cash,47,9,0
Auto,UPI,3,17,0
Auto,Cash,16,12,0
Prime Plus,Cash,46,12,0
Prime Plus,Cash,14,6,0
eBike,Cash,47,18,0
Auto,Cash,14,13,0
Prime Plus,UPI,8,0,0
Prime Sedan,Cash,26,19,0
Prime Plus,UPI,45,3,0
Prime Plus,Cash,40,11,0
Prime Plus,Cash,33,3,0
Prime SUV,Credit Card,22,17,0
Bike,Cash,3,2,0
Prime Sedan,Cash,9,22,0
Prime Sedan,UPI,19,14,0
eBike,UPI,34,14,0
Auto,Cash,18,22,0
Bike,Cash,47,5,0
Prime Sedan,Cash,20,22,0
Mini,Cash,40,8,0
Prime Plus,UPI,11,8,0
Mini,UPI,36,20,0
Prime Sedan,Credit Card,11,20,0
Prime Sedan,Cash,41,11,0
Mini,UPI,32,10,0
eBike,Cash,43,23,0
Prime Plus,UPI,4,3,0
Auto,UPI,11,9,0
Auto,Cash,13,2,0
Prime SUV,UPI,4,0,0
eBike,Cash,30,21,0
Bike,UPI,42,3,0
Prime Sedan,Credit Card,7,21,0
Prime Plus,Cash,38,17,0
eBike,Cash,28,1,0
eBike,Cash,25,16,0
eBike,UPI,25,17,0
Prime SUV,Cash,34,5,0
Auto,UPI,13,22,0
eBike,UPI,10,23,0
Prime Plus,Cash,6,8,0
Prime Plus,UPI,20,13,0
eBike,UPI,1,7,0
Mini,Cash,47,14,0
Prime Sedan,Cash,3,10,0
Prime Sedan,Cash,4,2,0
eBike,UPI,19,3,0
Bike,UPI,48,9,0
Prime SUV,UPI,43,11,0
Prime Plus,Cash,29,13,0
Bike,UPI,14,7,0
Prime SUV,Cash,19,8,0
Auto,UPI,15,16,0
Prime Plus,UPI,45,13,0
Auto,UPI,17,20,0
Prime Plus,Cash,37,13,0
Prime Plus,Cash,30,20,0
Mini,Cash,35,3,0
Auto,UPI,3,6,0
eBike,UPI,27,3,0
eBike,Cash,24,19,0
Auto,Cash,18,14,0
eBike,Cash,5,11,0
Mini,Cash,6,21,0
Prime SUV,Cash,29,18,0
Prime SUV,Cash,7,8,0
eBike,UPI,15,13,0
Auto,Cash,7,5,0
Prime Sedan,Cash,20,10,0
Bike,UPI,26,15,0
Bike,Cash,17,22,0
Prime Sedan,Cash,39,4,0
Bike,Cash,33,11,0
Auto,Cash,12,6,0
Bike,UPI,40,5,0
eBike,UPI,2,6,0
Auto,Cash,8,9,0
Bike,UPI,34,10,0
Prime SUV,UPI,2,11,0
eBike,Cash,27,1,0
eBike,Cash,33,4,0
Prime Sedan,UPI,29,20,0
Prime Sedan,Cash,6,7,0
eBike,Cash,21,15,0
Auto,UPI,19,17,0
Prime SUV,Credit Card,1,5,0
Prime Plus,Cash,22,17,0
Prime Plus,Cash,35,11,0
Prime Plus,UPI,36,9,0
Bike,UPI,23,23,0
Prime Sedan,Cash,19,19,0
Prime Plus,Cash,27,10,0
Auto,Cash,4,19,0
Prime Sedan,UPI,9,2,0
Prime Sedan,Cash,23,18,0
Bike,Cash,35,3,0
Mini,UPI,15,0,0
Bike,UPI,16,9,0
Mini,UPI,14,8,0
Prime Plus,UPI,4,19,0
Prime Plus,Cash,40,19,0
Bike,Cash,5,0,0
Prime SUV,Cash,20,1,0
Prime Plus,UPI,18,20,0
Auto,Cash,7,19,0
Prime Plus,Cash,37,18,0
Prime Plus,Cash,33,23,0
Prime Plus,UPI,8,20,0
Prime SUV,UPI,29,15,0
Auto,UPI,10,10,0
Mini,Cash,42,16,0
Prime Sedan,UPI,31,4,0
Bike,Credit Card,14,2,0
Prime Sedan,UPI,44,0,0
Bike,Cash,48,15,0
Mini,Cash,11,22,0
Prime Sedan,Cash,20,12,0
Auto,Cash,13,13,0
Mini,UPI,18,20,0
Mini,UPI,39,14,0
Prime SUV,UPI,42,18,0
eBike,Cash,45,17,0
Prime Sedan,Cash,14,10,0
Auto,Credit Card,15,10,0
Mini,UPI,44,0,0
Prime Sedan,UPI,16,11,0
eBike,UPI,9,15,0
Mini,Cash,33,13,0
Prime Plus,Cash,28,0,0
Mini,UPI,35,11,0
Bike,Cash,31,0,0
Bike,Cash,3,10,0
eBike,UPI,20,1,0
Prime Plus,UPI,25,11,0
Mini,Cash,3,22,0
eBike,UPI,47,15,0
Prime Plus,Cash,7,10,0
Prime Plus,Cash,43,14,0
Auto,UPI,15,4,0
Bike,UPI,10,4,0
Prime Sedan,UPI,25,4,0
Auto,UPI,10,18,0
Mini,UPI,18,12,0
Bike,UPI,12,16,0
Prime Sedan,Cash,38,11,0
Prime Plus,Cash,8,23,0
Prime Plus,UPI,18,19,0
Prime Plus,Cash,22,16,0
eBike,Cash,42,20,0
Prime Plus,Cash,37,22,0
Bike,Cash,12,15,0
Prime SUV,UPI,23,2,0
eBike,UPI,11,16,0
Prime Plus,Cash,43,2,0
Bike,Cash,23,23,0
Prime Sedan,UPI,26,16,0
eBike,Cash,48,21,0
Auto,Cash,9,9,0
Prime Sedan,UPI,46,2,0
Prime Sedan,UPI,39,2,0
Bike,Cash,46,9,0
Auto,Cash,11,2,0
Mini,Cash,39,19,0
Auto,Cash,18,19,0
eBike,Credit Card,39,4,0
Bike,Cash,42,19,0
Mini,UPI,47,16,0
Auto,Credit Card,17,5,0
Prime Plus,Cash,29,0,0
Bike,UPI,24,23,0
Auto,UPI,8,5,0
Prime Plus,UPI,29,17,0
Bike,Cash,34,13,0
Prime Plus,Cash,37,11,0
Mini,UPI,23,16,0
Prime Sedan,Cash,7,9,0
Auto,Cash,3,12,0
Auto,Cash,17,2,0
Bike,Cash,4,2,0
Prime SUV,UPI,2,13,0
eBike,Cash,18,22,0
Prime Sedan,UPI,2,10,0
Prime Plus,UPI,32,2,0
Auto,Cash,7,10,0
Bike,Cash,13,16,0
Bike,Cash,35,1,0
Prime Sedan,Cash,44,8,0
Bike,UPI,13,6,0
Mini,Cash,41,21,0
Mini,Cash,34,6,0
Prime Plus,Cash,24,13,0
Auto,UPI,2,19,0
Prime SUV,Cash,35,5,0
Auto,UPI,18,6,0
Prime Sedan,UPI,34,0,0
Prime Sedan,Cash,7,17,0
Mini,Cash,14,2,0
Prime SUV,Cash,5,13,0
Prime SUV,Cash,19,22,0
Auto,Credit Card,8,15,0
Prime SUV,UPI,14,12,0
Prime SUV,UPI,41,9,0
Mini,Cash,36,18,0
Prime SUV,Cash,22,12,0
Auto,UPI,13,9,0
Prime Plus,UPI,1,15,0
Prime Sedan,Cash,13,7,0
Prime Plus,Credit Card,5,15,0
Auto,Cash,8,5,0
Prime Sedan,UPI,6,22,0
Mini,Cash,16,17,0
Prime Plus,UPI,38,16,0
eBike,Cash,21,20,0
Prime SUV,UPI,12,5,0
Bike,Credit Card,10,16,0
Bike,UPI,18,19,0
Prime Plus,Cash,29,4,0
Mini,UPI,20,12,0
Prime SUV,Cash,39,12,0
Prime Plus,UPI,36,7,0
Mini,UPI,42,18,0
Bike,Cash,5,18,0
Prime Plus,Cash,37,15,0
Auto,Cash,10,6,0
Bike,UPI,5,12,0
Prime Plus,Cash,22,8,0
Prime Plus,Cash,16,13,0
Mini,UPI,24,23,0
Auto,Credit Card,9,11,0
Prime Plus,Cash,43,3,0
eBike,UPI,21,1,0
Prime Sedan,UPI,42,22,0
Prime SUV,Cash,18,19,0
Prime Sedan,Cash,49,4,0
Prime Plus,Cash,43,4,0
Prime Plus,Cash,26,5,0
Prime Plus,UPI,11,15,0
Prime Plus,Cash,25,8,0
Prime SUV,Cash,4,22,0
Auto,Cash,13,7,0
Auto,UPI,13,19,0
eBike,UPI,13,7,0
Auto,Cash,12,10,0
Mini,UPI,32,12,0
Bike,UPI,39,8,0
eBike,Cash,34,20,0
Prime Plus,Debit Card,7,16,0
Auto,Cash,6,5,0
Prime SUV,UPI,19,9,0
Prime SUV,UPI,16,12,0
Prime Plus,Cash,41,4,0
Auto,Cash,19,4,0
Auto,Cash,4,18,0
Prime Plus,UPI,1,17,0
Bike,UPI,33,0,0
Prime Sedan,UPI,2,9,0
Bike,Cash,27,13,0
Prime SUV,UPI,47,12,0
Prime Sedan,UPI,13,19,0
Prime Sedan,Cash,45,18,0
Mini,Cash,2,20,0
Bike,UPI,10,22,0
eBike,Cash,29,15,0
Prime Plus,UPI,7,20,0
eBike,Cash,8,1,0
eBike,UPI,23,4,0
Prime SUV,Cash,25,14,0
Bike,UPI,37,16,0
eBike,Cash,49,8,0
Auto,UPI,15,2,0
Auto,UPI,3,14,0
Prime SUV,Cash,22,15,0
Prime Plus,Cash,44,22,0
eBike,Cash,33,10,0
Auto,UPI,3,15,0
eBike,UPI,41,21,0
Mini,UPI,40,14,0
Prime Plus,UPI,48,13,0
Prime Sedan,UPI,21,9,0
Prime SUV,Cash,33,7,0
Bike,Cash,34,12,0
Auto,Cash,11,8,0
Prime Sedan,Cash,48,2,0
Prime Sedan,Cash,10,13,0
Mini,Cash,26,7,0
Bike,Cash,3,0,0
Mini,Cash,41,11,0
eBike,UPI,13,11,0
Prime Sedan,UPI,38,20,0
Prime Sedan,Cash,4,0,0
Auto,Cash,6,17,0
Auto,UPI,11,18,0
Auto,UPI,15,15,0
Prime SUV,Cash,5,22,0
Prime SUV,Cash,30,21,0
Bike,UPI,27,14,0
Bike,Cash,23,6,0
Auto,UPI,16,10,0
eBike,UPI,49,14,0
Mini,UPI,24,9,0
Prime Sedan,UPI,42,0,0
Prime Sedan,Cash,33,7,0
Prime SUV,UPI,46,16,0
Prime Plus,Credit Card,21,13,0
Prime Sedan,UPI,47,12,0
Bike,UPI,36,11,0
Bike,Cash,49,18,0
eBike,Cash,40,8,0
Prime SUV,UPI,11,9,0
Prime SUV,Cash,33,9,0
Mini,Cash,37,5,0
Auto,Cash,9,13,0
Prime SUV,UPI,4,0,0
Bike,UPI,44,21,0
eBike,Credit Card,23,16,0
Prime Plus,Cash,3,4,0
Prime SUV,Cash,35,1,0
Auto,UPI,4,13,0
Prime SUV,Cash,12,20,0
Mini,UPI,21,11,0
Prime Plus,Cash,6,8,0
Prime Sedan,UPI,6,15,0
Prime Sedan,UPI,48,15,0
Auto,UPI,4,17,0
Prime SUV,Cash,1,1,0
eBike,Cash,32,17,0
Prime Plus,Cash,34,9,0
Mini,Cash,44,3,0
Prime Plus,Cash,5,16,0
Auto,UPI,14,6,0
Auto,Cash,2,17,0
Auto,UPI,12,16,0
Prime Plus,UPI,43,16,0
Prime Plus,Cash,20,10,0
Mini,Cash,32,16,0
Prime SUV,Cash,17,21,0
Prime SUV,Cash,20,7,0
Auto,Cash,5,19,0
Prime SUV,Cash,6,22,0
eBike,UPI,45,17,0
Prime Plus,Cash,17,2,0
Prime SUV,Cash,32,22,0
Mini,Cash,28,22,0
eBike,UPI,31,4,0
Bike,UPI,9,12,0
Prime SUV,Cash,34,3,0
Bike,UPI,4,13,0
Bike,Cash,23,10,0
Bike,Cash,18,21,0
Prime Plus,Cash,32,11,0
Prime SUV,UPI,23,0,0
Prime SUV,Cash,5,17,0
Prime SUV,Cash,10,18,0
Prime Plus,UPI,40,16,0
Bike,Cash,3,3,0
Prime Sedan,Cash,34,11,0
Prime Plus,Cash,16,2,0
Prime SUV,UPI,19,21,0
Bike,Cash,32,21,0
Prime Sedan,Cash,46,14,0
Bike,Cash,48,19,0
Auto,UPI,16,8,0
Auto,Cash,15,7,0
Prime SUV,Cash,26,16,0
Auto,UPI,6,11,0
Auto,UPI,6,5,0
eBike,UPI,41,10,0
Mini,UPI,32,12,0
Bike,Cash,36,11,0
Bike,Cash,44,14,0
Bike,UPI,38,17,0
Bike,Cash,44,14,0
Auto,UPI,1,17,0
Auto,UPI,12,19,0
eBike,UPI,39,8,0
Prime Sedan,Cash,21,11,0
Prime SUV,UPI,26,8,0
Auto,UPI,13,18,0
Prime Plus,UPI,32,10,0
Prime Plus,UPI,28,19,0
Mini,UPI,23,5,0
Bike,Cash,5,15,0
Bike,UPI,38,6,0
eBike,Cash,32,7,0
eBike,UPI,25,13,0
Bike,Cash,18,15,0
Bike,Cash,44,11,0
Prime Sedan,Cash,26,20,0
Prime Sedan,Cash,24,1,0
Bike,Cash,25,19,0
Auto,Cash,19,5,0
Auto,UPI,15,8,0
Mini,UPI,1,6,0
Mini,Cash,23,9,0
eBike,Cash,9,21,0
eBike,Cash,11,17,0
Prime SUV,UPI,1,14,0
Prime SUV,Cash,48,19,0
Bike,UPI,22,17,0
Prime Sedan,Cash,35,17,0
Mini,UPI,35,0,0
Prime Plus,Credit Card,49,14,0
eBike,UPI,25,17,0
Prime Plus,Cash,27,23,0
Prime Sedan,UPI,46,0,0
Prime SUV,UPI,33,12,0
eBike,Cash,33,3,0
Mini,Cash,15,8,0
Auto,Cash,7,6,0
Prime SUV,Cash,29,23,0
Prime Plus,Cash,39,4,0
eBike,Cash,44,6,0
Mini,Cash,39,1,0
Prime SUV,UPI,26,13,0
eBike,Cash,37,18,0
Prime Sedan,Cash,38,18,0
Prime Plus,UPI,16,13,0
Prime Plus,UPI,18,23,0
eBike,Cash,28,11,0
eBike,Cash,4,4,0
Prime Plus,Cash,40,21,0
Auto,Credit Card,4,6,0
Prime Sedan,Cash,6,10,0
Auto,UPI,12,19,0
Auto,Cash,7,15,0
Prime Plus,UPI,6,21,0
Prime SUV,Cash,23,5,0
Prime Sedan,Credit Card,15,10,0
eBike,Cash,8,22,0
Bike,Cash,1,12,0
Mini,Cash,23,16,0
Prime Sedan,Cash,30,7,0
eBike,Cash,39,3,0
Prime Sedan,UPI,8,17,0
Auto,Cash,4,21,0
Prime SUV,UPI,23,0,0
Prime Sedan,Cash,40,20,0
eBike,Cash,28,4,0
Prime Plus,Cash,2,7,0
Prime SUV,Cash,3,17,0
eBike,Cash,38,2,0
Prime Plus,Cash,41,17,0
eBike,UPI,46,2,0
Mini,UPI,41,18,0
Auto,Cash,3,13,0
Auto,Cash,9,3,0
Mini,Cash,30,5,0
Mini,UPI,28,7,0
Bike,Cash,14,23,0
Prime Plus,UPI,47,4,0
Prime SUV,UPI,11,6,0
Prime Sedan,Cash,48,4,0
Prime SUV,UPI,33,13,0
eBike,UPI,36,5,0
Prime SUV,UPI,17,19,0
Mini,Cash,16,10,0
Prime Sedan,Cash,16,16,0
eBike,Cash,9,1,0
Auto,Cash,3,3,0
Bike,UPI,17,2,0
eBike,UPI,35,1,0
Prime Sedan,Cash,48,13,0
Mini,UPI,9,8,0
Bike,UPI,15,15,0
eBike,UPI,35,4,0
Prime Sedan,UPI,2,12,0
Mini,Credit Card,4,6,0
Prime Sedan,UPI,8,10,0
Auto,UPI,13,22,0
Prime Plus,Cash,42,16,0
Prime SUV,UPI,13,7,0
Bike,Cash,31,10,0
Prime SUV,Cash,39,0,0
eBike,Cash,32,20,0
Auto,UPI,2,11,0
Bike,Cash,24,4,0
Prime Plus,Credit Card,15,2,0
Prime Sedan,Cash,9,15,0
eBike,UPI,24,13,0
Prime Plus,Cash,40,20,0
Prime Plus,Cash,38,17,0
Prime Plus,Cash,17,19,0
Prime Sedan,UPI,17,5,0
Prime SUV,UPI,32,8,0
Prime Plus,Credit Card,25,18,0
Prime Plus,Cash,40,22,0
Bike,Cash,49,4,0
Prime SUV,UPI,9,3,0
Auto,Credit Card,15,0,0
Prime Sedan,Cash,21,21,0
Prime Sedan,UPI,1,8,0
Auto,UPI,2,2,0
Mini,UPI,14,3,0
Prime Plus,UPI,49,10,0
Bike,UPI,29,3,0
Prime Plus,Cash,31,17,0
Prime Sedan,Cash,43,5,0
Prime Plus,UPI,21,3,0
Auto,Cash,2,3,0
eBike,Cash,12,1,0
Prime SUV,Cash,38,8,0
Mini,Cash,11,16,0
Prime SUV,UPI,48,9,0
Bike,UPI,47,3,0
Prime Plus,Cash,46,22,0
Prime Plus,Cash,40,16,0
Bike,UPI,36,12,0
Auto,UPI,15,13,0
Prime Plus,UPI,32,9,0
Prime Sedan,UPI,37,22,0
Prime SUV,Cash,10,22,0
eBike,Cash,8,20,0
Mini,UPI,11,21,0
eBike,Cash,38,14,0
eBike,Cash,42,18,0
eBike,UPI,38,2,0
Mini,Credit Card,42,18,0
Prime Sedan,UPI,12,8,0
Prime SUV,Cash,4,6,0
Prime Plus,UPI,28,19,0
Auto,Cash,4,23,0
Prime Sedan,Cash,27,13,0
Prime SUV,Cash,29,12,0
Bike,Cash,30,0,0
Prime SUV,Credit Card,4,23,0
Prime Plus,UPI,3,18,0
eBike,Cash,16,19,0
Auto,Cash,12,20,0
Prime SUV,UPI,20,19,0
Auto,UPI,3,5,0
Prime Sedan,UPI,46,8,0
Bike,UPI,39,15,0
Prime Plus,Cash,6,2,0
Mini,UPI,1,3,0
Bike,Cash,41,8,0
Mini,Cash,28,13,0
Bike,UPI,17,5,0
Prime SUV,UPI,36,18,0
Auto,UPI,3,11,0
eBike,UPI,25,4,0
Mini,Cash,36,22,0
Auto,UPI,6,2,0
Prime Plus,UPI,41,14,0
eBike,Cash,2,0,0
Bike,UPI,36,10,0
Mini,Cash,41,9,0
Prime Plus,Cash,20,22,0
Prime Sedan,UPI,37,21,0
Prime Sedan,UPI,17,16,0
eBike,UPI,7,9,0
eBike,Cash,21,14,0
Prime Sedan,UPI,20,12,0
